wall,sim,lingueta_mm,lamina_deg,fase
1788444156.64,991.00,-0.00,29.63,
1788444156.74,991.10,-0.00,29.63,
1788444156.84,991.20,0.01,29.63,
1788444156.94,991.30,0.01,29.63,
1788444157.04,991.40,-0.01,29.63,
1788444157.14,991.50,0.00,29.63,
1788444157.24,991.60,0.01,29.63,
1788444157.34,991.70,-0.00,29.63,
1788444157.44,991.80,-0.00,29.63,
1788444157.54,991.90,0.01,29.63,
1788444157.64,992.00,-0.01,29.63,
1788444157.74,992.10,0.00,29.63,
1788444157.85,992.20,-0.00,29.63,
1788444157.95,992.30,-0.01,29.63,
1788444158.05,992.40,0.00,29.63,
1788444158.15,992.50,0.01,29.63,
1788444158.25,992.60,-0.01,29.63,
1788444158.36,992.70,-0.01,29.63,
1788444158.45,992.80,0.00,29.63,
1788444158.56,992.90,0.01,29.63,
1788444158.66,993.00,0.00,29.63,
1788444158.76,993.10,-0.00,29.63,
1788444158.86,993.20,0.00,29.63,
1788444158.96,993.30,0.00,29.63,
1788444159.06,993.40,0.00,29.63,
1788444159.16,993.50,0.01,29.63,
1788444159.26,993.60,0.01,29.63,
1788444159.36,993.70,0.00,29.63,
1788444159.46,993.80,0.00,29.63,
1788444159.56,993.90,0.00,29.63,
1788444159.66,994.00,-0.01,29.63,
1788444159.77,994.10,-0.00,29.63,
1788444159.86,994.20,0.01,29.63,
1788444159.97,994.30,0.00,29.63,
1788444160.07,994.40,-0.00,29.63,
1788444160.17,994.50,-0.00,29.63,
1788444160.27,994.60,0.00,29.63,
1788444160.37,994.70,-0.00,29.63,
1788444160.47,994.80,-0.01,29.63,
1788444160.57,994.90,0.01,29.63,
1788444160.67,995.00,0.00,29.63,
1788444160.77,995.10,-0.01,29.63,
1788444160.88,995.20,-0.00,29.63,
1788444160.98,995.30,-0.00,29.63,
1788444161.08,995.40,-0.01,29.63,
1788444161.18,995.50,-0.00,29.63,
1788444161.28,995.60,0.00,29.63,
1788444161.38,995.70,-0.00,29.63,
1788444161.49,995.80,-0.00,29.63,
1788444161.59,995.90,0.00,29.63,
1788444161.69,996.00,0.01,29.63,
1788444161.79,996.10,-0.01,29.63,
1788444161.89,996.20,-0.00,29.63,
1788444161.99,996.30,-0.01,29.63,
1788444162.10,996.40,0.00,29.63,
1788444162.20,996.50,0.00,29.63,
1788444162.30,996.60,0.00,29.63,
1788444162.40,996.70,-0.00,29.63,
1788444162.50,996.80,0.01,29.63,
1788444162.60,996.90,-0.00,29.63,
1788444162.70,997.00,0.01,29.63,
1788444162.80,997.10,-0.01,29.63,
1788444162.91,997.20,-0.01,29.63,
1788444163.01,997.30,0.00,29.63,
1788444163.11,997.40,-0.00,29.63,
1788444163.21,997.50,0.00,29.63,
1788444163.31,997.60,0.00,29.63,
1788444163.42,997.70,0.00,29.63,
1788444163.52,997.80,0.00,29.63,
1788444163.62,997.90,-0.00,29.63,
1788444163.72,998.00,0.01,29.63,
1788444163.82,998.10,0.00,29.63,
1788444163.92,998.20,0.00,29.63,
1788444164.03,998.30,0.01,29.63,
1788444164.12,998.40,0.00,29.63,
1788444164.23,998.50,0.00,29.63,
1788444164.33,998.60,0.01,29.63,
1788444164.43,998.70,0.01,29.63,
1788444164.53,998.80,-0.00,29.63,
1788444164.63,998.90,-0.00,29.63,
1788444164.73,999.00,0.01,29.63,
1788444164.83,999.10,0.01,29.63,
1788444164.94,999.20,-0.01,29.63,
1788444165.04,999.30,0.00,29.63,
1788444165.14,999.40,-0.00,29.63,
1788444165.24,999.50,0.00,29.63,
1788444165.34,999.60,0.01,29.63,
1788444165.44,999.70,-0.00,29.63,
1788444165.54,999.80,-0.01,29.63,
1788444165.64,999.90,0.00,29.63,
1788444165.74,1000.00,-0.00,29.63,
1788444165.84,1000.10,-0.01,29.63,
1788444165.94,1000.20,0.01,29.63,
1788444166.04,1000.30,0.01,29.63,
1788444166.14,1000.40,-0.00,29.63,
1788444166.25,1000.50,0.00,29.63,
1788444166.35,1000.60,-0.00,29.63,
1788444166.45,1000.70,0.00,29.63,
1788444166.55,1000.80,-0.01,29.63,
1788444166.65,1000.90,-0.00,29.63,
1788444166.75,1001.00,0.00,29.63,
1788444166.85,1001.10,-0.01,29.63,
1788444166.95,1001.20,-0.00,29.63,
1788444167.05,1001.30,0.01,29.63,
1788444167.15,1001.40,-0.01,29.63,
1788444167.26,1001.50,0.00,29.63,
1788444167.36,1001.60,0.00,29.63,
1788444167.46,1001.70,-0.00,29.63,
1788444167.56,1001.80,-0.00,29.63,
1788444167.66,1001.90,0.00,29.63,
1788444167.76,1002.00,0.00,29.63,
1788444167.86,1002.10,-0.00,29.63,
1788444167.96,1002.20,-0.00,29.63,
1788444168.07,1002.30,-0.00,29.63,
1788444168.17,1002.40,0.00,29.63,
1788444168.27,1002.50,0.00,29.63,
1788444168.37,1002.60,0.00,29.63,
1788444168.47,1002.70,0.00,29.63,
1788444168.57,1002.80,0.01,29.63,
1788444168.68,1002.90,0.00,29.63,
1788444168.78,1003.00,-0.00,29.63,
1788444168.87,1003.10,-0.00,29.63,
1788444168.98,1003.20,0.01,29.63,
1788444169.07,1003.30,-0.01,29.63,
1788444169.18,1003.40,0.01,29.63,
1788444169.28,1003.50,-0.00,29.63,
1788444169.38,1003.60,-0.00,29.63,
1788444169.48,1003.70,0.01,29.63,
1788444169.58,1003.80,0.01,29.63,
1788444169.68,1003.90,-0.00,29.63,
1788444169.79,1004.00,-0.00,29.63,
1788444169.89,1004.10,0.00,29.63,
1788444169.99,1004.20,-0.01,29.63,
1788444170.09,1004.30,0.00,29.63,
1788444170.19,1004.40,-0.00,29.63,
1788444170.29,1004.50,0.00,29.63,
1788444170.40,1004.60,0.00,29.63,
1788444170.50,1004.70,0.01,29.63,
1788444170.60,1004.80,-0.01,29.63,
1788444170.70,1004.90,-0.00,29.63,
1788444170.80,1005.00,0.00,29.63,
1788444170.90,1005.10,-0.01,29.63,
1788444171.01,1005.20,-0.00,29.63,
1788444171.11,1005.30,-0.00,29.63,
1788444171.21,1005.40,-0.01,29.63,
1788444171.31,1005.50,0.00,29.63,
1788444171.41,1005.60,0.00,29.63,
1788444171.51,1005.70,-0.01,29.63,
1788444171.61,1005.80,0.00,29.63,
1788444171.71,1005.90,0.01,29.63,
1788444171.81,1006.00,0.00,29.63,
1788444171.91,1006.10,-0.01,29.63,
1788444172.02,1006.20,-0.00,29.63,
1788444172.12,1006.30,0.01,29.63,
1788444172.22,1006.40,-0.00,29.63,
1788444172.32,1006.50,-0.00,29.63,
1788444172.42,1006.60,-0.00,29.63,
1788444172.52,1006.70,-0.00,29.63,
1788444172.62,1006.80,0.00,29.63,
1788444172.72,1006.90,-0.00,29.63,
1788444172.82,1007.00,0.00,29.63,
1788444172.92,1007.10,-0.00,29.63,
1788444173.07,1007.20,0.00,29.63,
1788444173.16,1007.30,0.01,29.63,
1788444173.25,1007.40,-0.00,29.63,
1788444173.35,1007.50,-0.00,29.63,
1788444173.46,1007.60,0.01,29.63,
1788444173.56,1007.70,-0.00,29.63,
1788444173.66,1007.80,0.00,29.63,
1788444173.76,1007.90,-0.00,29.63,
1788444173.86,1008.00,0.01,29.63,
1788444173.96,1008.10,-0.01,29.63,
1788444174.06,1008.20,0.00,29.63,
1788444174.17,1008.30,-0.00,29.63,
1788444174.27,1008.40,-0.01,29.63,
1788444174.37,1008.50,0.00,29.63,
1788444174.47,1008.60,0.00,29.63,
1788444174.57,1008.70,-0.00,29.63,
1788444174.67,1008.80,-0.00,29.63,
1788444174.78,1008.90,0.00,29.63,
1788444174.87,1009.00,0.01,29.63,
1788444174.98,1009.10,-0.00,29.63,
1788444175.08,1009.20,0.01,29.63,
1788444175.18,1009.30,0.00,29.63,
1788444175.29,1009.40,-0.00,29.63,
1788444175.39,1009.50,0.01,29.63,
